ticket_id,customer_id,order_id,issue_type,description,priority,status,created_date,resolved_date,agent
1514,2450,6228,Billing,,High,Resolved,2023-07-14 00:00:00,2023-07-26 00:00:00,Unassigned
1515,2003,4084,Delivery,,Medium,Open,2024-06-05 00:00:00,,Unassigned
1516,2801,1752,Technical,,High,Resolved,2024-04-23 00:00:00,2024-05-04 00:00:00,Agent_Brown
1517,1057,100,Unknown,App crashing on checkout,Low,Closed,2023-11-14 00:00:00,2023-11-16 00:00:00,Agent_Smith
1518,1420,1192,Return,,Low,Closed,2023-01-18 00:00:00,2023-01-25 00:00:00,Agent_Smith
1519,330,5746,Delivery,,Unknown,Unknown,2024-06-25 00:00:00,2024-07-09 00:00:00,Unassigned
1520,1763,99,Account,Wrong item received,High,In Progress,2023-10-30 00:00:00,2023-11-01 00:00:00,Agent_Brown
1521,2060,5400,Unknown,Charged twice for order,High,Resolved,2023-01-01 00:00:00,,Unassigned
1522,2814,1650,Delivery,Cannot login to account,High,Open,2023-12-16 00:00:00,2023-12-17 00:00:00,Unassigned
1523,2664,3219,Billing,Wrong item received,Medium,Open,2023-06-15 00:00:00,,Agent_Smith
1524,140,7401,Account,Want to return product,High,Open,2024-06-25 00:00:00,2024-06-29 00:00:00,Agent_Smith
1525,2572,2754,Delivery,,Medium,In Progress,2023-03-24 00:00:00,2023-04-01 00:00:00,Agent_Smith
1526,2135,5855,Product Defect,Charged twice for order,Medium,Open,2023-12-07 00:00:00,2023-12-08 00:00:00,Unassigned
1527,2517,4265,Delivery,Want to return product,Medium,Resolved,2023-06-18 00:00:00,2023-06-20 00:00:00,Unassigned
1528,1475,5881,Unknown,,Unknown,Open,2023-05-04 00:00:00,2023-05-05 00:00:00,Agent_Brown
1529,637,4524,Unknown,Charged twice for order,Medium,Open,2024-04-20 00:00:00,2024-04-25 00:00:00,Unassigned
1530,1278,6248,Account,Want to return product,Medium,Resolved,2023-09-28 00:00:00,,Unassigned
1531,2884,821,Return,Product arrived damaged,Low,In Progress,2024-03-30 00:00:00,2024-04-06 00:00:00,Agent_Smith
1532,2000,1974,Account,Cannot login to account,Low,Resolved,2024-05-23 00:00:00,,Unassigned
1533,296,2333,Billing,,Low,Closed,2024-05-03 00:00:00,,Agent_Smith
1534,1408,5013,Billing,Product arrived damaged,Low,Open,2023-09-10 00:00:00,,Unassigned
1535,364,2365,Account,,Low,Closed,2024-07-29 00:00:00,2024-08-12 00:00:00,Agent_Jones
1536,2033,6685,Billing,Charged twice for order,Medium,Open,2023-12-13 00:00:00,2023-12-22 00:00:00,Agent_Brown
1537,425,1572,Delivery,Wrong item received,Low,Resolved,2023-12-26 00:00:00,,Agent_Jones
1538,1835,5229,Unknown,Wrong item received,High,Resolved,2023-02-22 00:00:00,,Unassigned
1539,1503,4934,Return,Want to return product,Medium,In Progress,2024-03-29 00:00:00,2024-04-06 00:00:00,Agent_Brown
1540,142,1568,Delivery,Wrong item received,Low,Resolved,2023-10-23 00:00:00,2023-10-30 00:00:00,Agent_Smith
1541,344,3360,Account,,Low,Open,2024-06-11 00:00:00,2024-06-14 00:00:00,Unassigned
1542,2999,6535,Account,Charged twice for order,Unknown,Resolved,2024-05-11 00:00:00,2024-05-24 00:00:00,Agent_Smith
1543,434,3413,Delivery,Cannot login to account,Low,Resolved,2023-11-24 00:00:00,2023-12-07 00:00:00,Unassigned
1544,1040,1372,Technical,App crashing on checkout,Medium,Closed,2024-05-14 00:00:00,,Unassigned
1545,2373,3462,Billing,,Medium,Resolved,2024-01-17 00:00:00,2024-01-20 00:00:00,Agent_Jones
1546,444,2988,Product Defect,Charged twice for order,High,Resolved,2023-11-23 00:00:00,2023-11-24 00:00:00,Unassigned
1547,727,6335,Product Defect,,High,Resolved,2024-01-24 00:00:00,2024-01-28 00:00:00,Unassigned
1548,1656,2116,Product Defect,Want to return product,High,Open,2023-11-28 00:00:00,2023-12-05 00:00:00,Agent_Smith
1549,351,3892,Delivery,Product arrived damaged,High,Unknown,2024-07-05 00:00:00,2024-07-07 00:00:00,Unassigned
1550,123,2263,Billing,App crashing on checkout,Medium,Closed,2023-06-26 00:00:00,,Agent_Brown
1551,809,1828,Product Defect,Charged twice for order,Medium,Resolved,2024-04-15 00:00:00,2024-04-22 00:00:00,Agent_Brown
1552,2764,2727,Return,App crashing on checkout,Low,Closed,2023-07-28 00:00:00,,Agent_Smith
1553,820,484,Unknown,Wrong item received,Low,Closed,2024-03-31 00:00:00,2024-04-11 00:00:00,Agent_Smith
1554,2543,3996,Unknown,Wrong item received,Medium,Closed,2024-02-24 00:00:00,2024-02-29 00:00:00,Agent_Smith
1555,329,5193,Delivery,App crashing on checkout,High,In Progress,2023-11-21 00:00:00,2023-11-28 00:00:00,Agent_Smith
1556,2034,6277,Billing,Wrong item received,Unknown,In Progress,2023-10-27 00:00:00,,Agent_Smith
1557,1347,1969,Technical,App crashing on checkout,Low,Open,2024-05-01 00:00:00,2024-05-03 00:00:00,Agent_Smith
1558,1372,6976,Return,Product arrived damaged,Medium,In Progress,2024-10-09 00:00:00,2024-10-22 00:00:00,Agent_Smith
1559,1263,4020,Delivery,App crashing on checkout,High,In Progress,2023-12-06 00:00:00,,Agent_Smith
1560,1997,2078,Account,,Unknown,Resolved,2023-04-08 00:00:00,2023-04-21 00:00:00,Unassigned
1561,1597,7837,Product Defect,Wrong item received,Medium,Unknown,2024-12-08 00:00:00,,Unassigned
1562,1022,339,Product Defect,,Low,Open,2024-05-24 00:00:00,2024-06-06 00:00:00,Agent_Jones
1563,750,2229,Delivery,Want to return product,Medium,In Progress,2024-10-20 00:00:00,2024-10-28 00:00:00,Unassigned
1564,2224,339,Delivery,App crashing on checkout,Low,Unknown,2023-04-07 00:00:00,,Agent_Jones
1565,572,2545,Product Defect,Product arrived damaged,Medium,Unknown,2024-03-08 00:00:00,2024-03-20 00:00:00,Unassigned
1566,408,1274,Billing,Charged twice for order,High,Closed,2024-06-17 00:00:00,2024-06-20 00:00:00,Unassigned
1567,1736,688,Billing,Wrong item received,High,Resolved,2024-09-05 00:00:00,,Agent_Smith
1568,85,7040,Technical,Want to return product,Unknown,Open,2024-04-02 00:00:00,2024-04-03 00:00:00,Unassigned
1569,392,6422,Return,,Unknown,Resolved,2024-05-28 00:00:00,2024-06-07 00:00:00,Agent_Smith
1570,2982,2671,Account,Charged twice for order,Medium,Resolved,2024-03-21 00:00:00,,Unassigned
1571,1573,322,Delivery,Want to return product,Low,Resolved,2024-08-26 00:00:00,,Agent_Smith
1572,221,6527,Return,Wrong item received,High,Open,2024-06-19 00:00:00,,Agent_Smith
1573,216,4080,Technical,,Medium,Open,2024-08-30 00:00:00,,Unassigned
1574,1612,5622,Delivery,Cannot login to account,High,Open,2024-06-05 00:00:00,2024-06-06 00:00:00,Unassigned
1575,1753,115,Delivery,Cannot login to account,Medium,Open,2024-02-22 00:00:00,2024-02-25 00:00:00,Agent_Jones
1576,2612,3098,Delivery,Cannot login to account,Low,Open,2023-11-27 00:00:00,2023-12-03 00:00:00,Agent_Smith
1577,2571,5105,Return,Product arrived damaged,High,Open,2023-07-11 00:00:00,2023-07-11 00:00:00,Unassigned
1578,1304,1596,Technical,,High,Closed,2024-06-04 00:00:00,2024-06-07 00:00:00,Agent_Brown
1579,220,5553,Unknown,App crashing on checkout,Low,Open,2024-01-10 00:00:00,2024-01-13 00:00:00,Agent_Smith
1580,2963,5698,Product Defect,Product arrived damaged,High,In Progress,2023-04-19 00:00:00,2023-04-29 00:00:00,Unassigned
1581,1488,4035,Billing,App crashing on checkout,Medium,Closed,2024-01-23 00:00:00,2024-01-23 00:00:00,Agent_Smith
1582,1047,5534,Technical,Product arrived damaged,Low,Closed,2023-01-17 00:00:00,,Unassigned
1583,1677,11,Return,Cannot login to account,Low,Resolved,2023-05-11 00:00:00,2023-05-20 00:00:00,Agent_Jones
1584,2439,7497,Delivery,Wrong item received,Medium,Open,2023-05-05 00:00:00,2023-05-05 00:00:00,Unassigned
1585,1803,3973,Delivery,,Low,In Progress,2023-05-02 00:00:00,2023-05-14 00:00:00,Unassigned
1586,1082,5129,Product Defect,Product arrived damaged,High,Closed,2024-05-15 00:00:00,,Unassigned
1587,962,6529,Technical,App crashing on checkout,High,Unknown,2024-12-20 00:00:00,2024-12-24 00:00:00,Agent_Smith
1588,783,6532,Technical,Wrong item received,Low,Closed,2023-01-20 00:00:00,2023-01-29 00:00:00,Agent_Brown
1589,1514,5087,Unknown,,Medium,Resolved,2023-05-11 00:00:00,2023-05-25 00:00:00,Unassigned
1590,1762,6419,Account,Cannot login to account,Medium,Unknown,2023-07-14 00:00:00,2023-07-15 00:00:00,Agent_Jones
1591,1996,1174,Product Defect,Product arrived damaged,Unknown,Closed,2023-07-05 00:00:00,2023-07-07 00:00:00,Agent_Jones
1592,1983,739,Product Defect,App crashing on checkout,Low,Open,2023-01-19 00:00:00,2023-01-30 00:00:00,Agent_Jones
1593,1988,1562,Delivery,Product arrived damaged,Low,Open,2024-06-20 00:00:00,2024-07-01 00:00:00,Agent_Smith
1594,258,7939,Delivery,,High,Unknown,2023-06-07 00:00:00,2023-06-15 00:00:00,Agent_Smith
1595,1776,7059,Delivery,Product arrived damaged,High,Unknown,2024-06-10 00:00:00,,Agent_Jones
1596,171,5290,Return,Product arrived damaged,Medium,Closed,2023-03-09 00:00:00,,Agent_Jones
1597,716,4213,Account,Want to return product,Medium,In Progress,2024-12-30 00:00:00,,Agent_Smith
1598,2191,6624,Delivery,Product arrived damaged,Low,Resolved,2024-08-28 00:00:00,2024-08-29 00:00:00,Agent_Brown
1599,321,3127,Billing,Wrong item received,Medium,Open,2023-06-24 00:00:00,,Agent_Smith
1600,2737,7307,Unknown,Charged twice for order,Medium,Open,2024-05-16 00:00:00,2024-05-29 00:00:00,Unassigned
1601,2902,1783,Delivery,App crashing on checkout,Low,Resolved,2023-11-07 00:00:00,2023-11-13 00:00:00,Agent_Smith
1602,2092,810,Product Defect,Wrong item received,High,Resolved,2023-09-13 00:00:00,,Unassigned
1603,2262,1832,Billing,Product arrived damaged,Medium,Closed,2024-05-31 00:00:00,,Agent_Smith
1604,1425,7754,Delivery,Wrong item received,Medium,Closed,2023-08-31 00:00:00,2023-09-05 00:00:00,Unassigned
1605,1731,5724,Billing,,High,Closed,2023-05-29 00:00:00,2023-06-01 00:00:00,Agent_Brown
1606,1362,6731,Delivery,Product arrived damaged,Medium,Resolved,2024-01-19 00:00:00,2024-01-28 00:00:00,Agent_Jones
1607,2116,674,Product Defect,Cannot login to account,Medium,Closed,2024-05-26 00:00:00,,Unassigned
1608,2845,6165,Product Defect,Want to return product,Low,Closed,2023-03-13 00:00:00,2023-03-19 00:00:00,Unassigned
1609,2962,998,Account,App crashing on checkout,Low,Open,2024-01-13 00:00:00,2024-01-20 00:00:00,Agent_Jones
1610,529,6079,Delivery,App crashing on checkout,Medium,Open,2023-12-08 00:00:00,2023-12-18 00:00:00,Agent_Jones
1611,628,3313,Product Defect,Wrong item received,Medium,Open,2024-12-20 00:00:00,,Agent_Jones
1612,1455,6134,Return,Charged twice for order,Medium,Open,2023-11-03 00:00:00,,Unassigned
1613,634,4953,Unknown,Product arrived damaged,Low,Resolved,2024-05-15 00:00:00,2024-05-15 00:00:00,Agent_Jones
1614,1654,716,Product Defect,Wrong item received,Low,In Progress,2023-02-19 00:00:00,,Agent_Smith
1615,331,4477,Account,Want to return product,High,Unknown,2023-08-05 00:00:00,2023-08-07 00:00:00,Agent_Jones
1616,844,1257,Technical,,Unknown,Closed,2023-02-04 00:00:00,,Unassigned
1617,2754,7459,Delivery,Wrong item received,High,Closed,2024-05-19 00:00:00,2024-05-21 00:00:00,Agent_Jones
1618,1076,6247,Billing,Product arrived damaged,High,In Progress,2024-01-10 00:00:00,2024-01-22 00:00:00,Agent_Smith
1619,93,6730,Technical,App crashing on checkout,Medium,In Progress,2024-03-26 00:00:00,2024-04-08 00:00:00,Agent_Brown
1620,1999,6841,Delivery,,Medium,Resolved,2024-05-08 00:00:00,2024-05-09 00:00:00,Agent_Brown
1621,845,2524,Billing,Charged twice for order,Medium,Closed,2023-09-15 00:00:00,2023-09-18 00:00:00,Agent_Smith
1622,1755,2083,Product Defect,Cannot login to account,High,Resolved,2023-07-21 00:00:00,,Unassigned
1623,2064,7303,Delivery,App crashing on checkout,Low,Resolved,2024-01-10 00:00:00,2024-01-22 00:00:00,Unassigned
1624,1656,7154,Product Defect,Wrong item received,High,In Progress,2023-03-03 00:00:00,,Agent_Smith
1625,1920,7577,Technical,Want to return product,Low,Resolved,2024-11-04 00:00:00,2024-11-17 00:00:00,Unassigned
1626,1166,6513,Return,,Low,Open,2024-12-12 00:00:00,2024-12-17 00:00:00,Unassigned
1627,454,1508,Product Defect,,Low,Open,2023-07-22 00:00:00,,Unassigned
1628,1406,575,Delivery,Product arrived damaged,High,Open,2024-10-25 00:00:00,2024-10-27 00:00:00,Agent_Smith
1629,1195,6228,Billing,,High,Closed,2024-06-22 00:00:00,2024-06-23 00:00:00,Unassigned
1630,697,3590,Billing,Charged twice for order,High,Resolved,2023-04-17 00:00:00,,Agent_Jones
1631,2926,5871,Unknown,Product arrived damaged,Medium,Open,2024-04-25 00:00:00,,Agent_Jones
1632,967,3107,Technical,Product arrived damaged,High,Open,2023-10-26 00:00:00,2023-11-05 00:00:00,Agent_Brown
1633,2180,6744,Delivery,,Unknown,Open,2024-11-13 00:00:00,2024-11-19 00:00:00,Unassigned
1634,1354,5355,Product Defect,Charged twice for order,Medium,Resolved,2024-04-20 00:00:00,2024-05-03 00:00:00,Agent_Jones
1635,1380,4031,Delivery,Wrong item received,Low,Open,2023-12-21 00:00:00,2023-12-23 00:00:00,Unassigned
1636,2293,3574,Account,,Medium,Closed,2024-02-24 00:00:00,2024-02-29 00:00:00,Agent_Smith
1637,1248,4408,Billing,,Low,In Progress,2023-11-19 00:00:00,,Agent_Smith
1638,705,6765,Return,Want to return product,Medium,Resolved,2023-10-07 00:00:00,2023-10-07 00:00:00,Agent_Jones
1639,1620,4489,Account,Charged twice for order,Unknown,Closed,2023-11-26 00:00:00,,Agent_Smith
1640,852,4003,Technical,Cannot login to account,Low,Resolved,2023-04-07 00:00:00,2023-04-09 00:00:00,Unassigned
1641,1119,2119,Product Defect,,Low,In Progress,2024-05-16 00:00:00,,Agent_Jones
1642,189,2581,Billing,Wrong item received,High,Open,2023-11-19 00:00:00,2023-11-28 00:00:00,Agent_Brown
1643,2688,5464,Technical,,High,Resolved,2023-01-21 00:00:00,2023-01-29 00:00:00,Unassigned
1644,2671,7175,Account,Product arrived damaged,Medium,In Progress,2024-12-07 00:00:00,,Agent_Smith
1645,98,3597,Product Defect,Charged twice for order,High,In Progress,2024-03-21 00:00:00,2024-03-25 00:00:00,Agent_Smith
1646,747,7080,Delivery,App crashing on checkout,Low,In Progress,2023-04-26 00:00:00,2023-05-04 00:00:00,Agent_Jones
1647,896,4695,Technical,Cannot login to account,Unknown,Open,2024-07-29 00:00:00,2024-07-31 00:00:00,Agent_Smith
1648,1924,7029,Technical,Want to return product,Low,Open,2024-03-31 00:00:00,2024-04-13 00:00:00,Unassigned
1649,763,6600,Billing,Want to return product,High,Unknown,2024-05-16 00:00:00,2024-05-25 00:00:00,Agent_Jones
1650,1059,3212,Delivery,Cannot login to account,Low,Open,2023-11-03 00:00:00,2023-11-07 00:00:00,Unassigned
1651,765,2172,Return,Wrong item received,Medium,In Progress,2024-09-30 00:00:00,2024-10-09 00:00:00,Unassigned
1652,2515,7383,Account,Product arrived damaged,High,Open,2024-04-09 00:00:00,,Agent_Smith
1653,240,3212,Billing,Charged twice for order,High,Resolved,2024-10-01 00:00:00,2024-10-04 00:00:00,Unassigned
1654,2196,4504,Billing,Wrong item received,Low,Unknown,2024-03-13 00:00:00,,Unassigned
1655,1662,3241,Billing,Product arrived damaged,Low,Resolved,2024-08-31 00:00:00,,Agent_Smith
1656,2199,238,Product Defect,,Medium,Open,2024-07-23 00:00:00,,Agent_Smith
1657,1347,4980,Technical,,Low,Closed,2024-12-20 00:00:00,2024-12-31 00:00:00,Unassigned
1658,1027,3300,Technical,Wrong item received,Medium,Open,2024-04-29 00:00:00,2024-05-05 00:00:00,Unassigned
1659,1762,969,Product Defect,Wrong item received,Medium,In Progress,2024-08-12 00:00:00,,Agent_Smith
1660,2561,559,Return,Charged twice for order,High,Open,2024-09-29 00:00:00,2024-09-30 00:00:00,Unassigned
1661,2896,4893,Billing,Wrong item received,Medium,Open,2024-05-13 00:00:00,,Agent_Jones
1662,14,5277,Product Defect,Charged twice for order,Low,Open,2023-10-30 00:00:00,,Agent_Smith
1663,649,5373,Delivery,,Medium,Closed,2023-05-09 00:00:00,,Agent_Brown
1664,1791,2824,Product Defect,Charged twice for order,Medium,Resolved,2024-10-22 00:00:00,,Agent_Jones
1665,1523,3356,Product Defect,,Medium,Resolved,2024-02-01 00:00:00,2024-02-12 00:00:00,Agent_Smith
1666,2876,1249,Billing,Charged twice for order,High,Open,2023-07-08 00:00:00,2023-07-14 00:00:00,Agent_Jones
1667,1759,1912,Product Defect,Product arrived damaged,Medium,Unknown,2023-08-29 00:00:00,2023-09-02 00:00:00,Agent_Smith
1668,1901,6190,Billing,Cannot login to account,Low,In Progress,2024-03-04 00:00:00,,Unassigned
1669,2996,5534,Product Defect,App crashing on checkout,Unknown,Open,2023-04-06 00:00:00,2023-04-16 00:00:00,Unassigned
1670,1535,2314,Return,,Medium,In Progress,2023-11-02 00:00:00,,Unassigned
1671,2451,6892,Account,Cannot login to account,Low,Resolved,2024-11-22 00:00:00,,Unassigned
1672,2416,2887,Billing,Product arrived damaged,Unknown,Resolved,2023-02-10 00:00:00,2023-02-13 00:00:00,Agent_Brown
1673,971,38,Delivery,Charged twice for order,Unknown,Resolved,2024-06-13 00:00:00,,Agent_Brown
1674,2400,3511,Account,,Unknown,Resolved,2023-03-26 00:00:00,,Agent_Brown
1675,29,5208,Delivery,Product arrived damaged,High,Resolved,2023-08-16 00:00:00,2023-08-25 00:00:00,Agent_Jones
1676,2868,3223,Billing,,High,Closed,2023-01-27 00:00:00,2023-02-06 00:00:00,Unassigned
1677,1892,5219,Product Defect,App crashing on checkout,Medium,Open,2024-11-07 00:00:00,2024-11-07 00:00:00,Agent_Smith
1678,2240,4888,Billing,Charged twice for order,High,Open,2023-02-25 00:00:00,2023-03-11 00:00:00,Unassigned
1679,1575,4913,Billing,Wrong item received,High,Closed,2024-11-11 00:00:00,,Unassigned
1680,472,5785,Technical,,Medium,Closed,2023-06-20 00:00:00,,Agent_Smith
1681,2456,6137,Billing,App crashing on checkout,Low,Unknown,2023-10-20 00:00:00,,Unassigned
1682,2340,4608,Unknown,,Low,Open,2023-05-12 00:00:00,2023-05-14 00:00:00,Unassigned
1683,2386,1826,Billing,Charged twice for order,High,Open,2024-03-31 00:00:00,2024-04-12 00:00:00,Agent_Smith
1684,1858,1684,Delivery,Wrong item received,Low,Closed,2023-06-09 00:00:00,2023-06-21 00:00:00,Unassigned
1685,109,6158,Billing,Want to return product,High,In Progress,2024-04-10 00:00:00,,Agent_Jones
1686,2455,4884,Billing,Want to return product,Medium,In Progress,2023-06-18 00:00:00,2023-06-24 00:00:00,Agent_Smith
1687,1136,3038,Billing,Wrong item received,High,In Progress,2023-01-01 00:00:00,2023-01-10 00:00:00,Unassigned
1688,523,5225,Billing,,High,In Progress,2023-10-09 00:00:00,2023-10-13 00:00:00,Agent_Brown
1689,227,6888,Technical,,Low,Open,2023-10-28 00:00:00,2023-11-09 00:00:00,Unassigned
1690,1373,3254,Unknown,Charged twice for order,Low,Resolved,2023-05-27 00:00:00,2023-06-07 00:00:00,Agent_Jones
1691,231,7515,Technical,,Medium,In Progress,2024-10-13 00:00:00,,Unassigned
1692,1133,1604,Product Defect,Want to return product,High,In Progress,2023-11-24 00:00:00,2023-12-02 00:00:00,Agent_Brown
1693,1450,7852,Account,App crashing on checkout,High,Open,2023-06-15 00:00:00,2023-06-19 00:00:00,Agent_Brown
1694,710,6419,Account,Wrong item received,High,Unknown,2023-06-01 00:00:00,2023-06-14 00:00:00,Agent_Brown
1695,406,3951,Delivery,App crashing on checkout,Low,Unknown,2023-06-15 00:00:00,,Agent_Smith
1696,744,5489,Technical,App crashing on checkout,Low,Closed,2024-12-16 00:00:00,2024-12-22 00:00:00,Unassigned
1697,1535,7631,Account,,Medium,Open,2024-05-14 00:00:00,,Unassigned
1698,790,428,Billing,Product arrived damaged,High,Open,2023-01-03 00:00:00,2023-01-16 00:00:00,Unassigned
1699,2164,1941,Return,,Low,In Progress,2023-08-26 00:00:00,2023-09-09 00:00:00,Agent_Smith
1700,623,6734,Unknown,Want to return product,Medium,Open,2024-03-22 00:00:00,,Unassigned
1701,1469,5763,Product Defect,Product arrived damaged,High,Resolved,2023-11-17 00:00:00,2023-12-01 00:00:00,Agent_Smith
1702,2087,2698,Billing,Wrong item received,Medium,In Progress,2024-10-06 00:00:00,,Agent_Brown
1703,2730,6887,Technical,,Low,Open,2024-07-25 00:00:00,2024-08-06 00:00:00,Unassigned
1704,2284,7266,Return,Cannot login to account,Low,In Progress,2024-03-11 00:00:00,2024-03-19 00:00:00,Agent_Brown
1705,1503,63,Technical,,Medium,In Progress,2023-12-22 00:00:00,2023-12-26 00:00:00,Unassigned
1706,48,7260,Product Defect,Wrong item received,Low,Open,2023-06-06 00:00:00,2023-06-08 00:00:00,Agent_Brown
1707,2703,7920,Product Defect,App crashing on checkout,Medium,Unknown,2024-04-25 00:00:00,2024-04-28 00:00:00,Unassigned
1708,1935,839,Delivery,App crashing on checkout,Medium,Resolved,2023-08-31 00:00:00,2023-09-11 00:00:00,Agent_Brown
1709,2079,5902,Product Defect,Wrong item received,Medium,In Progress,2023-06-13 00:00:00,,Agent_Smith
1710,11,3796,Delivery,Charged twice for order,Medium,Open,2024-02-02 00:00:00,,Agent_Jones
1711,463,371,Billing,Charged twice for order,Medium,In Progress,2024-01-26 00:00:00,2024-02-08 00:00:00,Unassigned
1712,2555,583,Product Defect,Charged twice for order,High,Resolved,2024-09-11 00:00:00,2024-09-17 00:00:00,Agent_Smith
1713,2097,6939,Product Defect,,High,Closed,2023-08-04 00:00:00,,Unassigned
1714,773,2114,Return,Charged twice for order,Low,Unknown,2023-03-09 00:00:00,2023-03-20 00:00:00,Unassigned
1715,1280,1919,Account,,High,Closed,2024-02-03 00:00:00,2024-02-09 00:00:00,Agent_Brown
1716,2320,7905,Technical,,Unknown,In Progress,2024-03-21 00:00:00,2024-03-21 00:00:00,Agent_Brown
1717,1370,1875,Account,App crashing on checkout,Low,Open,2024-07-25 00:00:00,2024-08-08 00:00:00,Agent_Jones
1718,2409,7530,Product Defect,Cannot login to account,Low,In Progress,2024-10-10 00:00:00,,Agent_Smith
1719,1920,3406,Technical,,Medium,Unknown,2023-02-04 00:00:00,2023-02-07 00:00:00,Agent_Jones
1720,1251,6713,Technical,App crashing on checkout,High,Open,2024-06-23 00:00:00,2024-07-01 00:00:00,Agent_Brown
1721,661,4343,Technical,Cannot login to account,High,Open,2023-06-09 00:00:00,2023-06-12 00:00:00,Agent_Jones
1722,2631,3106,Product Defect,Wrong item received,Medium,Resolved,2023-08-13 00:00:00,,Unassigned
1723,2222,6632,Delivery,Cannot login to account,High,Open,2023-02-14 00:00:00,2023-02-20 00:00:00,Agent_Jones
1724,2736,6056,Product Defect,App crashing on checkout,High,Open,2024-02-27 00:00:00,2024-03-02 00:00:00,Agent_Smith
1725,1838,5347,Return,,Low,Open,2023-11-26 00:00:00,,Unassigned
1726,1644,418,Technical,Want to return product,Medium,In Progress,2024-06-28 00:00:00,2024-07-05 00:00:00,Unassigned
1727,672,7177,Product Defect,App crashing on checkout,Unknown,Closed,2023-09-01 00:00:00,2023-09-05 00:00:00,Unassigned
1728,2671,6243,Delivery,,Medium,Open,2023-06-20 00:00:00,2023-06-28 00:00:00,Unassigned
1729,2438,6931,Account,Charged twice for order,High,Open,2023-11-19 00:00:00,,Unassigned
1730,466,7825,Delivery,Charged twice for order,High,Closed,2023-06-16 00:00:00,2023-06-22 00:00:00,Agent_Brown
1731,2540,107,Billing,,High,Resolved,2024-06-04 00:00:00,2024-06-14 00:00:00,Agent_Smith
1732,1041,3164,Product Defect,Wrong item received,Low,Open,2023-07-14 00:00:00,,Unassigned
1733,2623,1784,Billing,Charged twice for order,Unknown,Resolved,2023-04-19 00:00:00,,Agent_Jones
1734,2614,3179,Product Defect,Charged twice for order,High,Resolved,2023-08-29 00:00:00,2023-09-04 00:00:00,Agent_Brown
1735,2373,7426,Delivery,Cannot login to account,High,In Progress,2023-09-21 00:00:00,2023-09-25 00:00:00,Agent_Brown
1736,2476,2606,Product Defect,Cannot login to account,High,Closed,2024-11-05 00:00:00,2024-11-16 00:00:00,Agent_Smith
1737,1426,1109,Billing,,Medium,Unknown,2023-02-20 00:00:00,2023-03-02 00:00:00,Unassigned
1738,2241,4001,Billing,,Medium,In Progress,2024-12-22 00:00:00,,Agent_Smith
1739,2927,4127,Return,App crashing on checkout,Medium,Unknown,2024-06-06 00:00:00,,Agent_Smith
1740,666,4645,Return,,High,Unknown,2024-09-03 00:00:00,2024-09-14 00:00:00,Agent_Smith
1741,2873,5659,Unknown,Product arrived damaged,Low,In Progress,2024-10-05 00:00:00,2024-10-18 00:00:00,Agent_Smith
1742,2609,3588,Product Defect,,Medium,Resolved,2024-08-28 00:00:00,2024-09-02 00:00:00,Agent_Smith
1743,2401,4496,Return,Wrong item received,Medium,Open,2024-12-22 00:00:00,2024-12-29 00:00:00,Agent_Smith
1744,812,859,Billing,Wrong item received,Low,Open,2024-08-25 00:00:00,,Unassigned
1745,1679,1953,Account,App crashing on checkout,Low,Resolved,2024-11-05 00:00:00,2024-11-06 00:00:00,Agent_Jones
1746,389,87,Account,Want to return product,Medium,Open,2024-08-12 00:00:00,,Unassigned
1747,950,4969,Return,,Medium,Unknown,2024-02-17 00:00:00,2024-02-27 00:00:00,Agent_Brown
1748,2540,3667,Billing,Charged twice for order,High,In Progress,2023-04-07 00:00:00,,Unassigned
1749,2355,51,Billing,Want to return product,Low,Resolved,2023-01-13 00:00:00,,Agent_Jones
1750,2639,3433,Delivery,,Medium,Resolved,2024-05-01 00:00:00,2024-05-10 00:00:00,Agent_Smith
1751,2800,3124,Billing,,Medium,Open,2023-05-09 00:00:00,2023-05-11 00:00:00,Agent_Smith
1752,330,297,Return,,Medium,In Progress,2023-12-09 00:00:00,2023-12-09 00:00:00,Agent_Jones
1753,1713,843,Unknown,Cannot login to account,High,Resolved,2023-06-04 00:00:00,,Agent_Smith
1754,2809,928,Account,Product arrived damaged,Low,Open,2024-04-15 00:00:00,2024-04-24 00:00:00,Unassigned
1755,1816,955,Billing,,Low,Closed,2023-04-11 00:00:00,2023-04-24 00:00:00,Unassigned
1756,2324,3068,Delivery,,High,Closed,2023-06-05 00:00:00,2023-06-05 00:00:00,Agent_Smith
1757,857,6912,Billing,,High,In Progress,2024-06-06 00:00:00,,Agent_Brown
1758,138,7866,Return,,High,Closed,2024-03-27 00:00:00,2024-04-10 00:00:00,Unassigned
1759,69,5527,Delivery,Charged twice for order,Medium,In Progress,2023-06-15 00:00:00,2023-06-20 00:00:00,Unassigned
1760,2158,4605,Delivery,,Low,Resolved,2024-03-11 00:00:00,,Agent_Jones
1761,2194,3897,Account,Wrong item received,Unknown,Resolved,2024-07-13 00:00:00,,Unassigned
1762,2179,7139,Technical,App crashing on checkout,High,Open,2023-09-18 00:00:00,,Agent_Smith
1763,310,4246,Technical,Charged twice for order,Unknown,Open,2024-12-24 00:00:00,2024-12-25 00:00:00,Unassigned
1764,1194,574,Billing,Product arrived damaged,Unknown,In Progress,2023-10-02 00:00:00,,Unassigned
